序号,粤语,普通话,新拟粤语（广州音）拼音,场景,来源
4131,洗头水,习语。洗发露。,sai3tau2soey3,三字组习语,现代粤语词典-5335
4132,洗衣粉,习语。同“枧粉”（336页）。,sai3yi1,三字组习语,现代粤语词典-5336
4133,洗衣机,习语。专门用来洗涤衣物的电器。,sai3yi1gei1,三字组习语,现代粤语词典-5337
4134,洗衣液,习语。液态的衣物洗涤剂。,sai3yig9,三字组习语,现代粤语词典-5338
4135,系噉话,习语。❶就这样吧：听朝饮茶，～啦［明天喝早茶，就这么说定了］。➋是这样；就这么着：呢件事～喇，唔通可以点吖［这件事就这样了，不然还能怎样］？ ➌答谢对方祝福的客套话。,hai6gam3waa6,三字组习语,现代粤语词典-5339
4136,系噉先,习语。先这样；暂且就这样：我仲有嘢做，～［我还有事情，先这样吧］。,hai6gam3sin1,三字组习语,现代粤语词典-5340
4137,系噉意,习语。❶意思意思：利市～啫［小红包意思意思罢了］。➋做个样子：你～去下啦［你做个样子去一下吧］。,hai6gam3yi3,三字组习语,现代粤语词典-5341
4138,系咁大,习语。完蛋了；完了：我睇佢今次～喇［我看他这回肯定完了］。,hai6gam5daai3,三字组习语,现代粤语词典-5342
4139,系唔系,习语。同“系咪”。,hai6m2hai6,三字组习语,现代粤语词典-5343
4140,细个仔,习语。小孩子：你以为你仲系～啊［你以为你还是小孩啊］？,sai5go5zai3,三字组习语,现代粤语词典-5344
4141,细佬哥,习语。❶小孩；小朋友：呢个～系边个［这个小孩是谁的］？➋孩子：生～［生孩子］。,sai5lou3go1,三字组习语,现代粤语词典-5345
4142,细路哥,习语。同“细路”。,sai5lou6go1,三字组习语,现代粤语词典-5346
4143,细路女,习语。小女孩；小姑娘。,sai5lou6noey3,三字组习语,现代粤语词典-5347
4144,细路仔,习语。同“细路”。,sai5lou6zai3,三字组习语,现代粤语词典-5348
4145,细蚊仔,习语。小孩；娃娃：呢个～好精灵［这个小孩很机灵］｜你有几个～［你有几个孩子］？,sai5man1zai3,三字组习语,现代粤语词典-5349
4146,虾眼水,习语。将要烧沸的水，此时锅底产生像虾眼大的小水泡：睇到～，啲水就差唔多滚喇［看到小水泡，水差不多就开了］。,haa1ngaan4soey3,三字组习语,现代粤语词典-5350
4147,虾仔饼,习语。〈外〉丈夫（诙谐的说法）。英语husband的音译词。,haa1zai3beng3,三字组习语,现代粤语词典-5351
4148,虾仔饭,习语。硬饭，饭粒分明的饭。,haa1zai3faan6,三字组习语,现代粤语词典-5352
4149,下半昼,习语。下半天；下午：～可能落雨［下午可能下雨］。,haa6bun5zau5,三字组习语,现代粤语词典-5353
4150,先不先,习语。❶首先：你～腌好啲牛肉，再落镬炒［你首先把牛肉腌好，再下锅炒］。➋抢先开始：等齐人先，唔好～就食［先等齐人，别抢先就吃］。,sin1bad7sin1,三字组习语,现代粤语词典-5354
4151,先排,习语。前些时候；前阵子：～去咗边［前些时候去哪儿了］｜～先见过［前些日子才见过］。又读sin<sup>1</sup> go<sup>3</sup>paai<sup>3</sup>。,sin1 go3paai2,三字组习语,现代粤语词典-5355
4152,先好耐,习语。同“好耐以前”（273页）。,sin1 hou3noi6,三字组习语,现代粤语词典-5356
4153,先一排,习语。前些时候；早些日子：～我揾过佢［前些时候我找过他］。,sin1yad7paai2,三字组习语,现代粤语词典-5357
4154,鲜菇冧,习语。刚长出来的鲜蘑菇。,sin1gu1lam1,三字组习语,现代粤语词典-5358
4155,闲闲哋,习语。轻而易举；很平常：几万文上落～啦［几万块钱涨落是平常事］｜佢～都食三碗饭［他吃三碗饭不在话下］。,haan2haan3dei3,三字组习语,现代粤语词典-5359
4156,咸煎饼,习语。炸面饼：我中意食～［我喜欢吃炸面饼］。,haam2zin1beng3,三字组习语,现代粤语词典-5360
4157,咸赧赧,习语。很咸；咸苦苦的：呢碟～，骾唔落［这碟菜太咸，咽不下］。,haam2naan1naan5,三字组习语,现代粤语词典-5361
4158,咸湿佬,习语。好色之徒。,haam2sab7lou3,三字组习语,现代粤语词典-5362
4159,咸水草,习语。同“咸草”。,haam2soey3cou3,三字组习语,现代粤语词典-5363
4160,咸水歌,习语。过去水上居民疍家人的情歌：而家好少人识唱～喇［现在很少人会唱疍家情歌了］。,haam2soey3go1,三字组习语,现代粤语词典-5364
4161,咸水话,习语。口音不纯正的话：我听唔明你讲嘅～［我听不懂你这不纯正的话］。,haam2soey3waa3,三字组习语,现代粤语词典-5365
4162,咸水货,习语。同“水货”（703页）。,haam2soey3fo5,三字组习语,现代粤语词典-5366
4163,咸水妹,习语。专做外国人生意的娼妓。,haam2soey3mui1,三字组习语,现代粤语词典-5367
4164,咸水鱼,习语。海鱼：～几好食［海鱼挺好吃的］。,haam2soey3yu3,三字组习语,现代粤语词典-5368
4165,咸酸菜,习语。酸菜。,haam2syun1coi5,三字组习语,现代粤语词典-5369
4166,咸猪手,习语。非礼动作。,haam2zyu1sau3,三字组习语,现代粤语词典-5370
4167,嫌命长,习语。嫌寿命太长，活得不耐烦了：红灯都冲，你～啊［冲红灯，你活得不耐烦了］？,yim2meng6coeng2,三字组习语,现代粤语词典-5371
4168,嫌钱腥,习语。不看重钱财（含贬义）：咁好单生意都唔接，～咩［这么好的生意也不接，不要钱了］？,yim2cin3seng1,三字组习语,现代粤语词典-5372
4169,显微镜,习语。观察微小物体的仪器。,hin3mei2geng5,三字组习语,现代粤语词典-5373
4170,险得滞,习语。太危险了：呢次旅行～㖞［这次旅行太危险了］。,him3dag7zai6,三字组习语,现代粤语词典-5374
4171,县政府,习语。县级政府机构。,yun3zing5fu3,三字组习语,现代粤语词典-5375
4172,现眼报,习语。现世报应，做坏事会在世得到报应。,yin6ngaan4bou5,三字组习语,现代粤语词典-5376
4173,相当之,习语。相当：～顺利｜～好食［相当好吃］。,soeng1dong1zi1,三字组习语,现代粤语词典-5377
4174,香港地,习语。香港这地方（表示感叹）：～好多机会发达［香港这地方啊有很多发财机会］。,hoeng1gong3dei3,三字组习语,现代粤语词典-5378
4175,香港脚,习语。脚癣；脚气：佢有～［他有脚气］。,hoeng1gong3goeg8,三字组习语,现代粤语词典-5379
4176,香鸡脚,习语。瘦而长的腿：佢只～，着裙肯定唔好睇［她那瘦长腿穿裙子肯定不好看］。,hoeng1gai1goeg8,三字组习语,现代粤语词典-5380
4177,香口胶,习语。口香糖。,hoeng1hau3gaau1,三字组习语,现代粤语词典-5381
4178,香料粉,习语。五香粉。,hoeng1liu6fan3,三字组习语,现代粤语词典-5382
4179,香炉墩,习语。❶香炉下面的台座。➋独生子：佢系～嚟［他是独生子］。〓又作“香炉趸”。,hoeng1lou2dan3,三字组习语,现代粤语词典-5383
4180,香牙蕉,习语。一种薄皮香蕉：～几好食［香蕉挺好吃的］。,hoeng1ngaa2ziu1,三字组习语,现代粤语词典-5384
4181,香洲区,习语。珠海市政府所在地。,Hoeng1zau1koey1,三字组习语,现代粤语词典-5385
4182,湘桥区,习语。潮州市政府所在地。,Soeng1kiu2koey1,三字组习语,现代粤语词典-5386
4183,响当当,习语。很出色，名气大：个金漆招牌～［这个招牌名气很大］。,hoeng3dong1dong1,三字组习语,现代粤语词典-5387
4184,想坏脑,习语。伤脑筋：呢单嘢好～［这事很伤脑筋］。,soeng3waai6nou4,三字组习语,现代粤语词典-5388
4185,橡筋箍,习语。橡皮筋；扎头发的皮筋儿。,zoeng6gan1ku1,三字组习语,现代粤语词典-5389
4186,削笪笪,习语。软软的；肌肉松弛：唔做运动，啲肉肯定～啦［不运动，肌肉当然松弛了］。,soeg8daad8daad8,三字组习语,现代粤语词典-5390
4187,削坺坺,习语。稀稀烂烂的：煮面煮到～［面条煮得糊烂］。,soeg8ped9ped9,三字组习语,现代粤语词典-5391
4188,消防喉,习语。消防水龙头。,siu1fong2hau2,三字组习语,现代粤语词典-5392
4189,淆淆棹,习语。东西放不稳、摇摇欲坠的样子。,ngaau2ngaau2zaau6,三字组习语,现代粤语词典-5393
4190,小肠气,习语。疝气，大卵泡。,siu3coeng2hei5,三字组习语,现代粤语词典-5394
4191,小程序,习语。微信小程序的简称，是一种不用下载安装即可使用的手机应用程序。,siu3cing2zoey6,三字组习语,现代粤语词典-5395
4192,小儿科,习语。❶医院的儿科。➋小事，容易办的事：呢啲～唔好嚟烦我［这种小事别拿来烦我］。,siu3yi2fo1,三字组习语,现代粤语词典-5396
4193,小黄车,习语。Ofo共享单车，车身为黄色。,Siu3wong2ce1 ,三字组习语,现代粤语词典-5397
4194,小家种,习语。吝啬、卑鄙的人。,siu3gaa1zung3 ,三字组习语,现代粤语词典-5398
4195,小蛮腰,习语。同“广州塔”（254页）。,Siu3maan2yiu1,三字组习语,现代粤语词典-5399
4196,小提琴,习语。琴身短小的提琴。,siu3tai2kam2,三字组习语,现代粤语词典-5400
4197,小学鸡,习语。小学生（诙谐的说法）。,siu3hog9gai1,三字组习语,现代粤语词典-5401
4198,笑赤肚,习语。笑得肚痛。又说“笑到肚赤”。,siu5ceg8tou5 ,三字组习语,现代粤语词典-5402
4199,笑口枣,习语。❶一种球状的油炸点心，炸熟后裂开。➋开朗乐观、爱笑的人。,siu5hau3zou3,三字组习语,现代粤语词典-5403
4200,笑微微,习语。笑眯眯。,siu5mei1mei1,三字组习语,现代粤语词典-5404
4201,笑笑口,习语。微笑：佢～同我打招呼［他微笑着跟我打招呼］。,siu5siu5hau3,三字组习语,现代粤语词典-5405
4202,笑吟吟,习语。同“笑口吟吟”。,siu5yam2yam2,三字组习语,现代粤语词典-5406
4203,些厘酒,习语。〈外〉雪利酒（一种葡萄酒），“些厘”是英语sherry的音译词：要唔要饮啲～吖［要不要喝点雪利酒］？,se1lei2zau3,三字组习语,现代粤语词典-5407
4204,斜喱眼,习语。同“猞猁眼”（659页）。,ce2lei1ngaan4,三字组习语,现代粤语词典-5408
4205,写包单,习语。打保票：我敢～系佢计错咗［我打保票是他算错了］。,se3baau1daan1,三字组习语,现代粤语词典-5409
4206,写字楼,习语。商行的办公楼：我上班嘅～珠江新城［我上班的办公楼在珠江新城］。,se3zi6lau2,三字组习语,现代粤语词典-5410
4207,写字台,习语。办公桌；书桌。,se3zi6toi3,三字组习语,现代粤语词典-5411
4208,蟹爪笔,习语。写小楷字的毛笔：两支～［两支小楷笔］。,haai4zaau3bad7,三字组习语,现代粤语词典-5412
4209,心多多,习语。三心二意，拿不定主意：成日～，又想做呢样，又想做样［整天三心两意，想做这个又想做那个］。,sam1do1do1,三字组习语,现代粤语词典-5413
4210,心肝碇,习语。心肝宝贝儿：佢当正个孙系～［他把孙子视作心肝宝贝］。,sam1gon1ding5,三字组习语,现代粤语词典-5414
4211,心挂挂,习语。老想着；心中牵挂：佢成晚冇翻屋企，我～［他整晚没回家，我很牵挂］。,sam1gwaa5gwaa5,三字组习语,现代粤语词典-5415
4212,心火盛,习语。烦躁：做乜咁～，边个激亲你吖［怎么那么烦躁，谁气着你了］？,sam1fo3sing6,三字组习语,现代粤语词典-5416
4213,心水清,习语。头脑清醒：至紧要系你自己～［最重要的是你自己头脑清醒］。,sam1soey3cing1,三字组习语,现代粤语词典-5417
4214,心思思,习语。心里老盘算着，惦念着：～考完试去睇演唱会，梗系冇心机温书啦［老想着考完试要去看演唱会，肯定没心思复习了］。,sam1si1si1,三字组习语,现代粤语词典-5418
4215,心头高,习语。心气高；志向高。,sam1tau2gou1,三字组习语,现代粤语词典-5419
4216,心头肉,习语。心肝宝贝。,sam1tau2yug9,三字组习语,现代粤语词典-5420
4217,心喐喐,习语。动心；心痒痒：睇到我～［看得我心里痒痒的］。,sam1yug7yug7,三字组习语,现代粤语词典-5421
4218,辛苦命,习语。劳碌的命运：我正一～［我就是劳碌命］。,san1fu3meng6,三字组习语,现代粤语词典-5422
4219,辛苦晒,习语。辛苦了（用来表示感谢）：～大家｜咁多位，～［大家伙辛苦了］！,san1fu3saai5,三字组习语,现代粤语词典-5423
4220,新出炉,习语。❶食品刚刚做熟拿出来：～嘅小笼包［刚出炉的小笼包］。➋新出现的（事物）。,san1coed7lou2,三字组习语,现代粤语词典-5424
4221,新簇簇,习语。同“新”。,san1cug7cug7,三字组习语,现代粤语词典-5425
4222,新发财,习语。暴发户。,san1faad8coi2,三字组习语,现代粤语词典-5426
4223,新加坡,习语。东南亚国家之一。,San1gaa5bo1,三字组习语,现代粤语词典-5427
4224,新,习语。很新的，崭新的。又说“新簇簇”。,san1kwaag7kwaag7,三字组习语,现代粤语词典-5428
4225,新郎哥,习语。新郎：～系边度人吖［新郎是哪里人呀］？,san1long2go1,三字组习语,现代粤语词典-5429
4226,新历年,习语。❶元旦；公历新年。➋阳历；公历。,san1lig9nin2,三字组习语,现代粤语词典-5430
4227,新年头,习语。春节初一至元宵节这段时间。又说“新正头”。,san1nin2tau3,三字组习语,现代粤语词典-5431
4228,新闻纸,习语。报纸：今日嘅～送咗嚟未吖［今天的报纸送来了吗］？,san1man2zi3,三字组习语,现代粤语词典-5432
4229,新西兰,习语。位于南半球的发达国家。,San1sai1laan2,三字组习语,现代粤语词典-5433
4230,新正头,习语。同“新年头”。,san1zing1tau2,三字组习语,现代粤语词典-5434
4231,兴奋剂,习语。能改变生理机能、使人兴奋的药物。,hing1fan4zai1,三字组习语,现代粤语词典-5435
4232,星君友,习语。捣蛋鬼；喜欢挑逗人的人。,sing1gwan1yau3,三字组习语,现代粤语词典-5436
4233,星君仔,习语。小淘气；调皮鬼：呢个～好曳［这个小调皮很捣蛋］。,sing1gwan1zai3,三字组习语,现代粤语词典-5437
